Trade Date,Display,Shares In Issue,Open Price,Close Price
15/02/2023,ZFCO,"400,000,000.00",2.53,2.53
15/02/2023,BATZ,"212,456,304.00",1.91,1.91
15/02/2023,NATB,"63,000,000.00",4.10,4.1
15/02/2023,PUMA,"500,000,000.00",1.62,1.62
15/02/2023,SHOP,"2,700,000.00",64.00,64
15/02/2023,CCAF,"1,625,000,597.00",0.66,0.66
15/02/2023,PMDZ,"100,000,000.00",0.71,0.71
15/02/2023,ATEL,"104,000,000.00",18.05,18.05
15/02/2023,CECZ,"1,625,000,597.00",3.76,3.76
15/02/2023,ZABR,"546,000,000.00",7.00,7
15/02/2023,MAFS,"50,000,000.00",2.47,2.47
15/02/2023,ZMBF,"300,579,610.00",2.60,2.6
15/02/2023,SCBL,"1,666,980,000.00",1.10,1.1
15/02/2023,ZSUG,"316,571,385.40",18.00,18
15/02/2023,ZMRE,"45,000,000.00",2.80,2.8
15/02/2023,AECI,"20,406,600.00",42.00,42
15/02/2023,BATA,"76,107,600.00",2.55,2.55
15/02/2023,CHIL,"200,039,904.00",13.38,13.38
16/02/2023,REIZ,"56,460,198.00",1.23,1.23
16/02/2023,ZMFA,"27,090,100.00",4.70,4.7
16/02/2023,ZNCO,"1,443,750,041.28",3.12,3.18
16/02/2023,ZCCM,"160,800,286.00",37.98,37.98
16/02/2023,ZFCO,"400,000,000.00",2.53,2.53
16/02/2023,BATZ,"212,456,304.00",1.91,1.91
16/02/2023,NATB,"63,000,000.00",4.10,4.1
16/02/2023,PUMA,"500,000,000.00",1.62,1.62
16/02/2023,SHOP,"2,700,000.00",64.00,64
16/02/2023,CCAF,"1,625,000,597.00",0.66,0.66
16/02/2023,PMDZ,"100,000,000.00",0.71,0.71
16/02/2023,ATEL,"104,000,000.00",18.05,18.05
16/02/2023,CECZ,"1,625,000,597.00",3.76,3.76
16/02/2023,ZABR,"546,000,000.00",7.00,7
16/02/2023,MAFS,"50,000,000.00",2.47,2.47
16/02/2023,ZMBF,"300,579,610.00",2.60,2.6
16/02/2023,SCBL,"1,666,980,000.00",1.10,1.1
16/02/2023,ZSUG,"316,571,385.40",18.00,18
16/02/2023,ZMRE,"45,000,000.00",2.80,2.8
16/02/2023,AECI,"20,406,600.00",42.00,42
16/02/2023,BATA,"76,107,600.00",2.55,2.55
16/02/2023,CHIL,"200,039,904.00",13.38,13.38
17/02/2023,REIZ,"56,460,198.00",1.23,1.23
17/02/2023,ZMFA,"27,090,100.00",4.70,4.7
17/02/2023,ZNCO,"1,443,750,041.28",3.18,3
17/02/2023,ZCCM,"160,800,286.00",37.98,37.98
17/02/2023,ZFCO,"400,000,000.00",2.53,2.53
17/02/2023,BATZ,"212,456,304.00",1.91,1.91
17/02/2023,NATB,"63,000,000.00",4.10,4.1
17/02/2023,PUMA,"500,000,000.00",1.62,1.62
17/02/2023,SHOP,"2,700,000.00",64.00,64
17/02/2023,CCAF,"1,625,000,597.00",0.66,0.66
17/02/2023,PMDZ,"100,000,000.00",0.71,0.71
17/02/2023,ATEL,"104,000,000.00",18.05,18.05
17/02/2023,CECZ,"1,625,000,597.00",3.76,3.76
17/02/2023,ZABR,"546,000,000.00",7.00,7
17/02/2023,MAFS,"50,000,000.00",2.47,2.47
17/02/2023,ZMBF,"300,579,610.00",2.60,2.6
17/02/2023,SCBL,"1,666,980,000.00",1.10,1.1
17/02/2023,ZSUG,"316,571,385.40",18.00,18
17/02/2023,ZMRE,"45,000,000.00",2.80,2.8
17/02/2023,AECI,"20,406,600.00",42.00,42
17/02/2023,BATA,"76,107,600.00",2.55,2.55
17/02/2023,CHIL,"200,039,904.00",13.38,13.38
20/02/2023,REIZ,"56,460,198.00",1.23,1.23
20/02/2023,ZMFA,"27,090,100.00",4.70,4.7
20/02/2023,ZNCO,"1,443,750,041.28",3.03,3.03
20/02/2023,ZCCM,"160,800,286.00",37.98,37.98
20/02/2023,ZFCO,"400,000,000.00",2.53,2.53
20/02/2023,BATZ,"212,456,304.00",1.91,1.91
20/02/2023,NATB,"63,000,000.00",4.10,4.1
20/02/2023,PUMA,"500,000,000.00",1.62,1.62
20/02/2023,SHOP,"2,700,000.00",64.00,64
20/02/2023,CCAF,"1,625,000,597.00",0.66,0.66
20/02/2023,PMDZ,"100,000,000.00",0.71,0.71
20/02/2023,ATEL,"104,000,000.00",18.05,18.05
20/02/2023,CECZ,"1,625,000,597.00",3.76,3.75
20/02/2023,ZABR,"546,000,000.00",7.00,7
20/02/2023,MAFS,"50,000,000.00",2.47,2.47
20/02/2023,ZMBF,"300,579,610.00",2.60,2.6
20/02/2023,SCBL,"1,666,980,000.00",1.10,1.1
20/02/2023,ZSUG,"316,571,385.40",18.00,18
20/02/2023,ZMRE,"45,000,000.00",2.80,2.8
20/02/2023,AECI,"20,406,600.00",42.00,42
20/02/2023,BATA,"76,107,600.00",2.55,2.55
20/02/2023,CHIL,"200,039,904.00",13.38,13.38
21/02/2023,REIZ,"56,460,198.00",1.23,1.23
21/02/2023,ZMFA,"27,090,100.00",4.70,4.7
21/02/2023,ZNCO,"1,443,750,041.28",3.03,3.18
21/02/2023,ZCCM,"160,800,286.00",37.98,37.98
21/02/2023,ZFCO,"400,000,000.00",2.53,2.53
21/02/2023,BATZ,"212,456,304.00",1.91,1.91
21/02/2023,NATB,"63,000,000.00",4.10,4.1
21/02/2023,PUMA,"500,000,000.00",1.62,1.62
21/02/2023,SHOP,"2,700,000.00",64.00,64
21/02/2023,CCAF,"1,625,000,597.00",0.66,0.66
21/02/2023,PMDZ,"100,000,000.00",0.71,0.71
21/02/2023,ATEL,"104,000,000.00",18.05,18.05
21/02/2023,CECZ,"1,625,000,597.00",3.75,3.75
21/02/2023,ZABR,"546,000,000.00",7.00,7
21/02/2023,MAFS,"50,000,000.00",2.47,2.47
21/02/2023,ZMBF,"300,579,610.00",2.60,2.6
21/02/2023,SCBL,"1,666,980,000.00",1.10,1.1
21/02/2023,ZSUG,"316,571,385.40",18.00,18
21/02/2023,ZMRE,"45,000,000.00",2.80,2.8
21/02/2023,AECI,"20,406,600.00",42.00,42
21/02/2023,BATA,"76,107,600.00",2.55,2.55
21/02/2023,CHIL,"200,039,904.00",13.38,13.38
22/02/2023,REIZ,"56,460,198.00",1.23,1.23
22/02/2023,ZMFA,"27,090,100.00",4.70,4.7
22/02/2023,ZNCO,"1,443,750,041.28",3.18,3.18
22/02/2023,ZCCM,"160,800,286.00",37.98,37.98
22/02/2023,ZFCO,"400,000,000.00",2.53,2.53
22/02/2023,BATZ,"212,456,304.00",1.91,1.91
22/02/2023,NATB,"63,000,000.00",4.10,4.1
22/02/2023,PUMA,"500,000,000.00",1.62,1.62
22/02/2023,SHOP,"2,700,000.00",64.00,64
22/02/2023,CCAF,"1,625,000,597.00",0.66,0.66
22/02/2023,PMDZ,"100,000,000.00",0.71,0.71
22/02/2023,ATEL,"104,000,000.00",18.05,18.05
22/02/2023,CECZ,"1,625,000,597.00",3.75,3.76
22/02/2023,ZABR,"546,000,000.00",7.00,7
22/02/2023,MAFS,"50,000,000.00",2.47,2.47
22/02/2023,ZMBF,"300,579,610.00",2.60,2.6
22/02/2023,SCBL,"1,666,980,000.00",1.10,1.1
22/02/2023,ZSUG,"316,571,385.40",18.00,18
22/02/2023,ZMRE,"45,000,000.00",2.80,2.8
22/02/2023,AECI,"20,406,600.00",42.00,42
22/02/2023,BATA,"76,107,600.00",2.55,2.55
22/02/2023,CHIL,"200,039,904.00",13.38,13.38
23/02/2023,REIZ,"56,460,198.00",1.23,1.23
23/02/2023,ZMFA,"27,090,100.00",4.70,4.7
23/02/2023,ZNCO,"1,443,750,041.28",3.18,3
23/02/2023,ZCCM,"160,800,286.00",37.98,37.98
23/02/2023,ZFCO,"400,000,000.00",2.53,2.53
23/02/2023,BATZ,"212,456,304.00",1.91,1.91
23/02/2023,NATB,"63,000,000.00",4.10,4.1
23/02/2023,PUMA,"500,000,000.00",1.62,1.62
23/02/2023,SHOP,"2,700,000.00",64.00,64
23/02/2023,CCAF,"1,625,000,597.00",0.66,0.64
23/02/2023,PMDZ,"100,000,000.00",0.71,0.71
23/02/2023,ATEL,"104,000,000.00",18.05,18.15
23/02/2023,CECZ,"1,625,000,597.00",3.76,3.75
23/02/2023,ZABR,"546,000,000.00",7.00,7
23/02/2023,MAFS,"50,000,000.00",2.47,2.47
23/02/2023,ZMBF,"300,579,610.00",2.60,2.6
23/02/2023,SCBL,"1,666,980,000.00",1.10,1.1
23/02/2023,ZSUG,"316,571,385.40",18.00,18
23/02/2023,ZMRE,"45,000,000.00",2.80,2.8
23/02/2023,AECI,"20,406,600.00",42.00,42
23/02/2023,BATA,"76,107,600.00",2.55,2.55
23/02/2023,CHIL,"200,039,904.00",13.38,13.38
24/02/2023,REIZ,"56,460,198.00",1.23,1.23
24/02/2023,ZMFA,"27,090,100.00",4.70,4.7
24/02/2023,ZNCO,"1,443,750,041.28",3.03,3.18
24/02/2023,ZCCM,"160,800,286.00",37.98,37.98
24/02/2023,ZFCO,"400,000,000.00",2.53,2.53
24/02/2023,BATZ,"212,456,304.00",1.91,1.91
24/02/2023,NATB,"63,000,000.00",4.10,4.1
24/02/2023,PUMA,"500,000,000.00",1.62,1.85
24/02/2023,SHOP,"2,700,000.00",64.00,64
24/02/2023,CCAF,"1,625,000,597.00",0.64,0.64
24/02/2023,PMDZ,"100,000,000.00",0.71,0.71
24/02/2023,ATEL,"104,000,000.00",18.15,18.15
24/02/2023,CECZ,"1,625,000,597.00",3.76,3.76
24/02/2023,ZABR,"546,000,000.00",7.00,7
24/02/2023,MAFS,"50,000,000.00",2.47,2.47
24/02/2023,ZMBF,"300,579,610.00",2.60,2.59
24/02/2023,SCBL,"1,666,980,000.00",1.10,1.1
24/02/2023,ZSUG,"316,571,385.40",18.00,18
24/02/2023,ZMRE,"45,000,000.00",2.80,2.8
24/02/2023,AECI,"20,406,600.00",42.00,42
24/02/2023,BATA,"76,107,600.00",2.55,2.55
24/02/2023,CHIL,"200,039,904.00",13.38,13.38
27/02/2023,REIZ,"56,460,198.00",1.23,1.23
27/02/2023,ZMFA,"27,090,100.00",4.70,4.7
27/02/2023,ZNCO,"1,443,750,041.28",3.06,3.06
27/02/2023,ZCCM,"160,800,286.00",37.98,37.98
27/02/2023,ZFCO,"400,000,000.00",2.53,2.53
27/02/2023,BATZ,"212,456,304.00",1.91,1.91
27/02/2023,NATB,"63,000,000.00",4.10,4.1
27/02/2023,PUMA,"500,000,000.00",1.85,1.85
27/02/2023,SHOP,"2,700,000.00",64.00,64
27/02/2023,CCAF,"1,625,000,597.00",0.64,0.64
27/02/2023,PMDZ,"100,000,000.00",0.71,0.71
27/02/2023,ATEL,"104,000,000.00",18.15,18.15
27/02/2023,CECZ,"1,625,000,597.00",3.76,3.76
27/02/2023,ZABR,"546,000,000.00",7.00,7
27/02/2023,MAFS,"50,000,000.00",2.47,2.47
27/02/2023,ZMBF,"300,579,610.00",2.59,2.59
27/02/2023,SCBL,"1,666,980,000.00",1.10,1.1
27/02/2023,ZSUG,"316,571,385.40",18.00,18
27/02/2023,ZMRE,"45,000,000.00",2.80,2.8
27/02/2023,AECI,"20,406,600.00",42.00,42
27/02/2023,BATA,"76,107,600.00",2.55,2.55
27/02/2023,CHIL,"200,039,904.00",13.38,13.38
28/02/2023,REIZ,"56,460,198.00",1.23,1.23
28/02/2023,ZMFA,"27,090,100.00",4.70,4.7
28/02/2023,ZNCO,"1,443,750,041.28",3.06,3.06
28/02/2023,ZCCM,"160,800,286.00",37.98,37.98
28/02/2023,ZFCO,"400,000,000.00",2.53,2.53
28/02/2023,BATZ,"212,456,304.00",1.91,1.91
28/02/2023,NATB,"63,000,000.00",4.10,4.1
28/02/2023,PUMA,"500,000,000.00",1.85,1.85
28/02/2023,SHOP,"2,700,000.00",64.00,64
28/02/2023,CCAF,"1,625,000,597.00",0.64,0.63
28/02/2023,PMDZ,"100,000,000.00",0.71,0.71
28/02/2023,ATEL,"104,000,000.00",18.15,18.15
28/02/2023,CECZ,"1,625,000,597.00",3.76,3.76
28/02/2023,ZABR,"546,000,000.00",7.00,7
28/02/2023,MAFS,"50,000,000.00",2.47,2.47
28/02/2023,ZMBF,"300,579,610.00",2.59,2.59
28/02/2023,SCBL,"1,666,980,000.00",1.10,1.1
28/02/2023,ZSUG,"316,571,385.40",18.00,18
28/02/2023,ZMRE,"45,000,000.00",2.80,2.8
28/02/2023,AECI,"20,406,600.00",42.00,42
28/02/2023,BATA,"76,107,600.00",2.55,2.55
28/02/2023,CHIL,"200,039,904.00",13.38,13.38
01/03/2023,REIZ,"56,460,198.00",1.23,1.23
01/03/2023,ZMFA,"27,090,100.00",4.70,4.7
01/03/2023,ZNCO,"1,443,750,041.28",3.06,3.1
01/03/2023,ZCCM,"160,800,286.00",37.98,37.98
01/03/2023,ZFCO,"400,000,000.00",2.53,2.53
01/03/2023,BATZ,"212,456,304.00",1.91,1.91
01/03/2023,NATB,"63,000,000.00",4.10,4.1
01/03/2023,PUMA,"500,000,000.00",1.85,1.85
01/03/2023,SHOP,"2,700,000.00",64.00,64
01/03/2023,CCAF,"1,625,000,597.00",0.63,0.63
01/03/2023,PMDZ,"100,000,000.00",0.71,0.71
01/03/2023,ATEL,"104,000,000.00",18.15,18.15
01/03/2023,CECZ,"1,625,000,597.00",3.76,3.76
01/03/2023,ZABR,"546,000,000.00",7.00,7
01/03/2023,MAFS,"50,000,000.00",2.47,2.47
01/03/2023,ZMBF,"300,579,610.00",2.59,2.59
01/03/2023,SCBL,"1,666,980,000.00",1.10,1.1
01/03/2023,ZSUG,"316,571,385.40",18.00,18
01/03/2023,ZMRE,"45,000,000.00",2.80,2.8
01/03/2023,AECI,"20,406,600.00",42.00,42
01/03/2023,BATA,"76,107,600.00",2.55,2.55
01/03/2023,CHIL,"200,039,904.00",13.38,13.38
02/03/2023,REIZ,"56,460,198.00",1.23,1.23
02/03/2023,ZMFA,"27,090,100.00",4.70,4.71
02/03/2023,ZNCO,"1,443,750,041.28",3.10,3.1
02/03/2023,ZCCM,"160,800,286.00",37.98,37.98
02/03/2023,ZFCO,"400,000,000.00",2.53,2.53
02/03/2023,BATZ,"212,456,304.00",1.91,1.91
02/03/2023,NATB,"63,000,000.00",4.10,4.1
02/03/2023,PUMA,"500,000,000.00",1.85,1.85
02/03/2023,SHOP,"2,700,000.00",64.00,64
02/03/2023,CCAF,"1,625,000,597.00",0.63,0.63
02/03/2023,PMDZ,"100,000,000.00",0.71,0.71
02/03/2023,ATEL,"104,000,000.00",18.15,18.15
02/03/2023,CECZ,"1,625,000,597.00",3.76,3.76
02/03/2023,ZABR,"546,000,000.00",7.00,7
02/03/2023,MAFS,"50,000,000.00",2.47,2.47
02/03/2023,ZMBF,"300,579,610.00",2.59,2.59
02/03/2023,SCBL,"1,666,980,000.00",1.10,1.32
02/03/2023,ZSUG,"316,571,385.40",18.00,18.01
02/03/2023,ZMRE,"45,000,000.00",2.80,2.8
02/03/2023,AECI,"20,406,600.00",42.00,42
02/03/2023,BATA,"76,107,600.00",2.55,2.55
02/03/2023,CHIL,"200,039,904.00",13.38,13.38
03/03/2023,REIZ,"56,460,198.00",1.23,1.23
03/03/2023,ZMFA,"27,090,100.00",4.71,4.71
03/03/2023,ZNCO,"1,443,750,041.28",3.10,3.1
03/03/2023,ZCCM,"160,800,286.00",37.98,37.98
03/03/2023,ZFCO,"400,000,000.00",2.53,2.53
03/03/2023,BATZ,"212,456,304.00",1.91,1.91
03/03/2023,NATB,"63,000,000.00",4.10,4.1
03/03/2023,PUMA,"500,000,000.00",1.85,1.85
03/03/2023,SHOP,"2,700,000.00",64.00,64
03/03/2023,CCAF,"1,625,000,597.00",0.63,0.63
03/03/2023,PMDZ,"100,000,000.00",0.71,0.71
03/03/2023,ATEL,"104,000,000.00",18.15,18.5
03/03/2023,CECZ,"1,625,000,597.00",3.76,3.76
03/03/2023,ZABR,"546,000,000.00",7.00,7
03/03/2023,MAFS,"50,000,000.00",2.47,2.47
03/03/2023,ZMBF,"300,579,610.00",2.59,2.59
03/03/2023,SCBL,"1,666,980,000.00",1.32,1.3
03/03/2023,ZSUG,"316,571,385.40",18.01,18.01
03/03/2023,ZMRE,"45,000,000.00",2.80,2.8
03/03/2023,AECI,"20,406,600.00",42.00,42
03/03/2023,BATA,"76,107,600.00",2.55,2.57
03/03/2023,CHIL,"200,039,904.00",13.38,13.38
06/03/2023,REIZ,"56,460,198.00",1.23,1.23
06/03/2023,ZMFA,"27,090,100.00",4.71,4.71
06/03/2023,ZNCO,"1,443,750,041.28",3.10,3.1
06/03/2023,ZCCM,"160,800,286.00",37.98,37.98
06/03/2023,ZFCO,"400,000,000.00",2.53,2.53
06/03/2023,BATZ,"212,456,304.00",1.91,1.91
06/03/2023,NATB,"63,000,000.00",4.10,4.1
06/03/2023,PUMA,"500,000,000.00",1.85,1.8
06/03/2023,SHOP,"2,700,000.00",64.00,64
06/03/2023,CCAF,"1,625,000,597.00",0.63,0.63
06/03/2023,PMDZ,"100,000,000.00",0.71,0.71
06/03/2023,ATEL,"104,000,000.00",18.50,18.5
06/03/2023,CECZ,"1,625,000,597.00",3.76,3.76
06/03/2023,ZABR,"546,000,000.00",7.00,7
06/03/2023,MAFS,"50,000,000.00",2.47,2.47
06/03/2023,ZMBF,"300,579,610.00",2.59,2.59
06/03/2023,SCBL,"1,666,980,000.00",1.30,1.3
06/03/2023,ZSUG,"316,571,385.40",18.01,18.01
06/03/2023,ZMRE,"45,000,000.00",2.80,2.8
06/03/2023,AECI,"20,406,600.00",42.00,42
06/03/2023,BATA,"76,107,600.00",2.57,2.57
06/03/2023,CHIL,"200,039,904.00",13.38,13.38
07/03/2023,REIZ,"56,460,198.00",1.23,1.23
07/03/2023,ZMFA,"27,090,100.00",4.71,4.71
07/03/2023,ZNCO,"1,443,750,041.28",3.10,3.1
07/03/2023,ZCCM,"160,800,286.00",37.98,37.98
07/03/2023,ZFCO,"400,000,000.00",2.53,2.53
07/03/2023,BATZ,"212,456,304.00",1.91,1.91
07/03/2023,NATB,"63,000,000.00",4.10,4.1
07/03/2023,PUMA,"500,000,000.00",1.80,1.8
07/03/2023,SHOP,"2,700,000.00",64.00,64
07/03/2023,CCAF,"1,625,000,597.00",0.63,0.63
07/03/2023,PMDZ,"100,000,000.00",0.71,0.71
07/03/2023,ATEL,"104,000,000.00",18.50,18.5
07/03/2023,CECZ,"1,625,000,597.00",3.76,3.76
07/03/2023,ZABR,"546,000,000.00",7.00,7
07/03/2023,MAFS,"50,000,000.00",2.47,2.47
07/03/2023,ZMBF,"300,579,610.00",2.59,2.59
07/03/2023,SCBL,"1,666,980,000.00",1.30,1.3
07/03/2023,ZSUG,"316,571,385.40",18.01,18
07/03/2023,ZMRE,"45,000,000.00",2.80,2.8
07/03/2023,AECI,"20,406,600.00",42.00,42
07/03/2023,BATA,"76,107,600.00",2.57,2.57
07/03/2023,CHIL,"200,039,904.00",13.38,13.37
09/03/2023,REIZ,"56,460,198.00",1.23,1.23
09/03/2023,ZMFA,"27,090,100.00",4.71,4.71
09/03/2023,ZNCO,"1,443,750,041.28",3.10,3.1
09/03/2023,ZCCM,"160,800,286.00",37.98,37.98
09/03/2023,ZFCO,"400,000,000.00",2.53,2.53
09/03/2023,BATZ,"212,456,304.00",1.91,1.91
09/03/2023,NATB,"63,000,000.00",4.10,4.1
09/03/2023,PUMA,"500,000,000.00",1.80,1.8
09/03/2023,SHOP,"2,700,000.00",64.00,64
09/03/2023,CCAF,"1,625,000,597.00",0.63,0.63
09/03/2023,PMDZ,"100,000,000.00",0.71,0.71
09/03/2023,ATEL,"104,000,000.00",18.50,18.5
09/03/2023,CECZ,"1,625,000,597.00",3.76,3.76
09/03/2023,ZABR,"546,000,000.00",7.00,7
09/03/2023,MAFS,"50,000,000.00",2.47,2.47
09/03/2023,ZMBF,"300,579,610.00",2.59,2.59
09/03/2023,SCBL,"1,666,980,000.00",1.00,1
09/03/2023,ZSUG,"316,571,385.40",18.00,18
09/03/2023,ZMRE,"45,000,000.00",2.80,2.8
09/03/2023,AECI,"20,406,600.00",42.00,42
09/03/2023,BATA,"76,107,600.00",2.57,2.57
09/03/2023,CHIL,"200,039,904.00",13.37,13.37
10/03/2023,REIZ,"56,460,198.00",1.23,1.23
10/03/2023,ZMFA,"27,090,100.00",4.71,4.71
10/03/2023,ZNCO,"1,443,750,041.28",3.10,3.1
10/03/2023,ZCCM,"160,800,286.00",37.98,37.98
10/03/2023,ZFCO,"400,000,000.00",2.53,2.53
10/03/2023,BATZ,"212,456,304.00",1.91,1.91
10/03/2023,NATB,"63,000,000.00",4.10,4.1
10/03/2023,PUMA,"500,000,000.00",1.80,1.8
10/03/2023,SHOP,"2,700,000.00",64.00,64
10/03/2023,CCAF,"1,625,000,597.00",0.63,0.63
10/03/2023,PMDZ,"100,000,000.00",0.71,0.71
10/03/2023,ATEL,"104,000,000.00",18.50,18.5
10/03/2023,CECZ,"1,625,000,597.00",3.76,3.76
10/03/2023,ZABR,"546,000,000.00",7.00,7
10/03/2023,MAFS,"50,000,000.00",2.47,2.47
10/03/2023,ZMBF,"300,579,610.00",2.59,2.59
10/03/2023,SCBL,"1,666,980,000.00",1.00,1
10/03/2023,ZSUG,"316,571,385.40",18.00,18
10/03/2023,ZMRE,"45,000,000.00",2.80,2.8
10/03/2023,AECI,"20,406,600.00",42.00,42
10/03/2023,BATA,"76,107,600.00",2.57,2.57
10/03/2023,CHIL,"200,039,904.00",13.37,13.37
14/03/2023,REIZ,"56,460,198.00",1.23,1.23
14/03/2023,ZMFA,"27,090,100.00",4.71,4.71
14/03/2023,ZNCO,"1,443,750,041.28",3.10,3.1
14/03/2023,ZCCM,"160,800,286.00",37.98,37.98
14/03/2023,ZFCO,"400,000,000.00",2.53,2.53
14/03/2023,BATZ,"212,456,304.00",1.91,1.91
14/03/2023,NATB,"63,000,000.00",4.10,4.1
14/03/2023,PUMA,"500,000,000.00",1.80,1.8
14/03/2023,SHOP,"2,700,000.00",64.00,64
14/03/2023,CCAF,"1,625,000,597.00",0.63,0.63
14/03/2023,PMDZ,"100,000,000.00",0.71,0.71
14/03/2023,ATEL,"104,000,000.00",18.50,18.5
14/03/2023,CECZ,"1,625,000,597.00",3.76,3.76
14/03/2023,ZABR,"546,000,000.00",7.00,7
14/03/2023,MAFS,"50,000,000.00",2.47,2.47
14/03/2023,ZMBF,"300,579,610.00",2.59,2.6
14/03/2023,SCBL,"1,666,980,000.00",1.00,1.1
14/03/2023,ZSUG,"316,571,385.40",18.00,18
14/03/2023,ZMRE,"45,000,000.00",2.80,2.8
14/03/2023,AECI,"20,406,600.00",42.00,42
14/03/2023,BATA,"76,107,600.00",2.57,2.57
14/03/2023,CHIL,"200,039,904.00",13.37,13.37
15/03/2023,REIZ,"56,460,198.00",1.23,1.23
15/03/2023,ZMFA,"27,090,100.00",4.71,4.71
15/03/2023,ZNCO,"1,443,750,041.28",3.10,3.1
15/03/2023,ZCCM,"160,800,286.00",37.98,37.98
15/03/2023,ZFCO,"400,000,000.00",2.53,2.53
15/03/2023,BATZ,"212,456,304.00",1.91,1.91
15/03/2023,NATB,"63,000,000.00",4.10,4.1
15/03/2023,PUMA,"500,000,000.00",1.80,1.8
15/03/2023,SHOP,"2,700,000.00",64.00,64
15/03/2023,CCAF,"1,625,000,597.00",0.63,0.63
15/03/2023,PMDZ,"100,000,000.00",0.71,0.71
15/03/2023,ATEL,"104,000,000.00",18.50,18.5
15/03/2023,CECZ,"1,625,000,597.00",3.76,3.76
15/03/2023,ZABR,"546,000,000.00",7.00,7
15/03/2023,MAFS,"50,000,000.00",2.47,2.47
15/03/2023,ZMBF,"300,579,610.00",2.59,2.59
15/03/2023,SCBL,"1,666,980,000.00",1.10,1.1
15/03/2023,ZSUG,"316,571,385.40",18.00,18
15/03/2023,ZMRE,"45,000,000.00",2.80,2.8
15/03/2023,AECI,"20,406,600.00",42.00,42
15/03/2023,BATA,"76,107,600.00",2.57,2.57
15/03/2023,CHIL,"200,039,904.00",13.37,13.37
16/03/2023,REIZ,"56,460,198.00",1.23,1.23
16/03/2023,ZMFA,"27,090,100.00",4.71,4.79
16/03/2023,ZNCO,"1,443,750,041.28",3.10,3.1
16/03/2023,ZCCM,"160,800,286.00",37.98,37.98
16/03/2023,ZFCO,"400,000,000.00",2.53,2.53
16/03/2023,BATZ,"212,456,304.00",1.91,1.91
16/03/2023,NATB,"63,000,000.00",4.10,4.1
16/03/2023,PUMA,"500,000,000.00",1.80,1.79
16/03/2023,SHOP,"2,700,000.00",64.00,64
16/03/2023,CCAF,"1,625,000,597.00",0.63,0.63
16/03/2023,PMDZ,"100,000,000.00",0.71,0.71
16/03/2023,ATEL,"104,000,000.00",18.50,18.5
16/03/2023,CECZ,"1,625,000,597.00",3.76,3.76
16/03/2023,ZABR,"546,000,000.00",7.00,7
16/03/2023,MAFS,"50,000,000.00",2.47,2.47
16/03/2023,ZMBF,"300,579,610.00",2.59,2.59
16/03/2023,SCBL,"1,666,980,000.00",1.26,1.26
16/03/2023,ZSUG,"316,571,385.40",18.00,18
16/03/2023,ZMRE,"45,000,000.00",2.80,2.8
16/03/2023,AECI,"20,406,600.00",42.00,42
16/03/2023,BATA,"76,107,600.00",2.57,2.57
16/03/2023,CHIL,"200,039,904.00",13.37,13.37
17/03/2023,REIZ,"56,460,198.00",1.23,1.23
17/03/2023,ZMFA,"27,090,100.00",4.79,4.79
17/03/2023,ZNCO,"1,443,750,041.28",3.10,3.1
17/03/2023,ZCCM,"160,800,286.00",37.98,37.98
17/03/2023,ZFCO,"400,000,000.00",2.53,2.53
17/03/2023,BATZ,"212,456,304.00",1.91,1.91
17/03/2023,NATB,"63,000,000.00",4.10,4.1
17/03/2023,PUMA,"500,000,000.00",1.79,1.79
17/03/2023,SHOP,"2,700,000.00",64.00,64
17/03/2023,CCAF,"1,625,000,597.00",0.63,0.63
17/03/2023,PMDZ,"100,000,000.00",0.71,0.71
17/03/2023,ATEL,"104,000,000.00",18.50,18.5
17/03/2023,CECZ,"1,625,000,597.00",3.76,3.76
17/03/2023,ZABR,"546,000,000.00",7.00,7
17/03/2023,MAFS,"50,000,000.00",2.47,2.47
17/03/2023,ZMBF,"300,579,610.00",2.59,2.59
17/03/2023,SCBL,"1,666,980,000.00",1.26,1.3
17/03/2023,ZSUG,"316,571,385.40",18.00,18
17/03/2023,ZMRE,"45,000,000.00",2.80,2.8
17/03/2023,AECI,"20,406,600.00",42.00,42
17/03/2023,BATA,"76,107,600.00",2.57,2.57
17/03/2023,CHIL,"200,039,904.00",13.37,13.37
20/03/2023,REIZ,"56,460,198.00",1.23,1.23
20/03/2023,ZMFA,"27,090,100.00",4.79,4.79
20/03/2023,ZNCO,"1,443,750,041.28",3.10,3.1
20/03/2023,ZCCM,"160,800,286.00",37.98,37.98
20/03/2023,ZFCO,"400,000,000.00",2.53,2.53
20/03/2023,BATZ,"212,456,304.00",1.91,1.91
20/03/2023,NATB,"63,000,000.00",4.10,4.1
20/03/2023,PUMA,"500,000,000.00",1.79,1.79
20/03/2023,SHOP,"2,700,000.00",64.00,64
20/03/2023,CCAF,"1,625,000,597.00",0.63,0.63
20/03/2023,PMDZ,"100,000,000.00",0.71,0.71
20/03/2023,ATEL,"104,000,000.00",18.50,18.5
20/03/2023,CECZ,"1,625,000,597.00",3.76,3.76
20/03/2023,ZABR,"546,000,000.00",7.00,7
20/03/2023,MAFS,"50,000,000.00",2.47,2.47
20/03/2023,ZMBF,"300,579,610.00",2.59,2.59
20/03/2023,SCBL,"1,666,980,000.00",1.30,1.3
20/03/2023,ZSUG,"316,571,385.40",18.00,18
20/03/2023,ZMRE,"45,000,000.00",2.80,2.8
20/03/2023,AECI,"20,406,600.00",42.00,42
