Trade Date,Display,Shares In Issue,Open Price,Close Price
13/04/2021,ZFCO,"400,000,000.00",1.95,1.95
13/04/2021,BATZ,"212,456,304.00",1.80,1.8
13/04/2021,NATB,"63,000,000.00",9.21,9.21
13/04/2021,PUMA,"500,000,000.00",0.80,0.8
13/04/2021,SHOP,"2,700,000.00",63.01,63.01
13/04/2021,CCAF,"1,625,000,597.00",0.17,0.17
13/04/2021,PMDZ,"100,000,000.00",0.62,0.62
13/04/2021,ATEL,"104,000,000.00",29.49,29.49
13/04/2021,CECZ,"1,625,000,597.00",1.25,1.24
13/04/2021,ZABR,"546,000,000.00",7.23,7.23
13/04/2021,MAFS,"50,000,000.00",2.88,2.88
13/04/2021,ZMBF,"300,579,610.00",1.11,1.11
13/04/2021,SCBL,"1,666,980,000.00",1.35,1.35
13/04/2021,ZSUG,"316,571,385.40",2.55,2.55
13/04/2021,ZMRE,"45,000,000.00",2.80,2.8
13/04/2021,AECI,"20,406,600.00",20.50,20.5
13/04/2021,BATA,"76,107,600.00",2.60,2.6
13/04/2021,CHIL,"200,039,904.00",2.15,2.15
14/04/2021,REIZ,"56,460,198.00",0.54,0.54
14/04/2021,ZMFA,"27,090,100.00",4.78,4.78
14/04/2021,ZNCO,"1,443,750,041.28",0.70,0.7
14/04/2021,ZCCM,"160,800,286.00",38.80,38.8
14/04/2021,ZFCO,"400,000,000.00",1.95,1.95
14/04/2021,BATZ,"212,456,304.00",1.80,1.8
14/04/2021,NATB,"63,000,000.00",9.21,9.21
14/04/2021,PUMA,"500,000,000.00",0.99,0.95
14/04/2021,SHOP,"2,700,000.00",63.01,63.01
14/04/2021,CCAF,"1,625,000,597.00",0.17,0.17
14/04/2021,PMDZ,"100,000,000.00",0.62,0.62
14/04/2021,ATEL,"104,000,000.00",29.49,29.49
14/04/2021,CECZ,"1,625,000,597.00",1.25,1.25
14/04/2021,ZABR,"546,000,000.00",7.23,7.23
14/04/2021,MAFS,"50,000,000.00",2.88,2.88
14/04/2021,ZMBF,"300,579,610.00",1.11,1.11
14/04/2021,SCBL,"1,666,980,000.00",1.35,1.35
14/04/2021,ZSUG,"316,571,385.40",2.55,2.55
14/04/2021,ZMRE,"45,000,000.00",2.80,2.8
14/04/2021,AECI,"20,406,600.00",20.50,20.5
14/04/2021,BATA,"76,107,600.00",2.60,2.6
14/04/2021,CHIL,"200,039,904.00",2.15,2.15
15/04/2021,REIZ,"56,460,198.00",0.54,0.54
15/04/2021,ZMFA,"27,090,100.00",4.78,4.78
15/04/2021,ZNCO,"1,443,750,041.28",0.61,0.7
15/04/2021,ZCCM,"160,800,286.00",38.80,38.8
15/04/2021,ZFCO,"400,000,000.00",1.95,1.95
15/04/2021,BATZ,"212,456,304.00",1.80,1.8
15/04/2021,NATB,"63,000,000.00",9.21,9.21
15/04/2021,PUMA,"500,000,000.00",0.84,0.95
15/04/2021,SHOP,"2,700,000.00",63.01,63.01
15/04/2021,CCAF,"1,625,000,597.00",0.17,0.17
15/04/2021,PMDZ,"100,000,000.00",0.62,0.62
15/04/2021,ATEL,"104,000,000.00",29.49,29.49
15/04/2021,CECZ,"1,625,000,597.00",1.25,1.25
15/04/2021,ZABR,"546,000,000.00",7.23,7.23
15/04/2021,MAFS,"50,000,000.00",2.88,2.88
15/04/2021,ZMBF,"300,579,610.00",1.11,1.11
15/04/2021,SCBL,"1,666,980,000.00",1.35,1.35
15/04/2021,ZSUG,"316,571,385.40",2.55,2.55
15/04/2021,ZMRE,"45,000,000.00",2.80,2.8
15/04/2021,AECI,"20,406,600.00",20.50,20.5
15/04/2021,BATA,"76,107,600.00",2.60,2.6
15/04/2021,CHIL,"200,039,904.00",2.15,2.15
16/04/2021,REIZ,"56,460,198.00",0.54,0.54
16/04/2021,ZMFA,"27,090,100.00",4.78,4.78
16/04/2021,ZNCO,"1,443,750,041.28",0.70,0.7
16/04/2021,ZCCM,"160,800,286.00",38.80,38.8
16/04/2021,ZFCO,"400,000,000.00",1.95,1.95
16/04/2021,BATZ,"212,456,304.00",1.80,1.8
16/04/2021,NATB,"63,000,000.00",9.21,9.21
16/04/2021,PUMA,"500,000,000.00",0.95,0.95
16/04/2021,SHOP,"2,700,000.00",63.01,63.01
16/04/2021,CCAF,"1,625,000,597.00",0.17,0.17
16/04/2021,PMDZ,"100,000,000.00",0.62,0.62
16/04/2021,ATEL,"104,000,000.00",29.49,29.49
16/04/2021,CECZ,"1,625,000,597.00",1.25,1.25
16/04/2021,ZABR,"546,000,000.00",7.23,7.23
16/04/2021,MAFS,"50,000,000.00",2.88,2.88
16/04/2021,ZMBF,"300,579,610.00",1.11,1.11
16/04/2021,SCBL,"1,666,980,000.00",1.35,1.35
16/04/2021,ZSUG,"316,571,385.40",2.55,2.55
16/04/2021,ZMRE,"45,000,000.00",2.80,2.8
16/04/2021,AECI,"20,406,600.00",20.50,20.5
16/04/2021,BATA,"76,107,600.00",2.60,2.6
16/04/2021,CHIL,"200,039,904.00",2.15,2.15
19/04/2021,REIZ,"56,460,198.00",0.54,0.54
19/04/2021,ZMFA,"27,090,100.00",4.78,4.78
19/04/2021,ZNCO,"1,443,750,041.28",0.70,0.7
19/04/2021,ZCCM,"160,800,286.00",38.80,38.8
19/04/2021,ZFCO,"400,000,000.00",1.95,1.95
19/04/2021,BATZ,"212,456,304.00",1.80,1.8
19/04/2021,NATB,"63,000,000.00",9.21,9.21
19/04/2021,PUMA,"500,000,000.00",0.95,0.95
19/04/2021,SHOP,"2,700,000.00",63.01,63.01
19/04/2021,CCAF,"1,625,000,597.00",0.17,0.17
19/04/2021,PMDZ,"100,000,000.00",0.62,0.62
19/04/2021,ATEL,"104,000,000.00",29.49,29.49
19/04/2021,CECZ,"1,625,000,597.00",1.02,1.25
19/04/2021,ZABR,"546,000,000.00",7.23,7.23
19/04/2021,MAFS,"50,000,000.00",2.88,2.88
19/04/2021,ZMBF,"300,579,610.00",1.11,1.11
19/04/2021,SCBL,"1,666,980,000.00",1.35,1.35
19/04/2021,ZSUG,"316,571,385.40",2.55,2.55
19/04/2021,ZMRE,"45,000,000.00",2.80,2.8
19/04/2021,AECI,"20,406,600.00",20.50,24.2
19/04/2021,BATA,"76,107,600.00",2.60,2.6
19/04/2021,CHIL,"200,039,904.00",2.15,2.15
20/04/2021,REIZ,"56,460,198.00",0.54,0.54
20/04/2021,ZMFA,"27,090,100.00",4.78,4.78
20/04/2021,ZNCO,"1,443,750,041.28",0.70,0.7
20/04/2021,ZCCM,"160,800,286.00",38.80,38.8
20/04/2021,ZFCO,"400,000,000.00",1.95,1.95
20/04/2021,BATZ,"212,456,304.00",1.80,1.8
20/04/2021,NATB,"63,000,000.00",9.21,9.21
20/04/2021,PUMA,"500,000,000.00",0.95,1.18
20/04/2021,SHOP,"2,700,000.00",63.01,63.01
20/04/2021,CCAF,"1,625,000,597.00",0.17,0.17
20/04/2021,PMDZ,"100,000,000.00",0.62,0.62
20/04/2021,ATEL,"104,000,000.00",29.49,29.49
20/04/2021,CECZ,"1,625,000,597.00",1.24,1.25
20/04/2021,ZABR,"546,000,000.00",7.23,7.23
20/04/2021,MAFS,"50,000,000.00",2.88,2.88
20/04/2021,ZMBF,"300,579,610.00",1.11,1.11
20/04/2021,SCBL,"1,666,980,000.00",1.35,1.35
20/04/2021,ZSUG,"316,571,385.40",2.55,2.55
20/04/2021,ZMRE,"45,000,000.00",2.80,2.8
20/04/2021,AECI,"20,406,600.00",24.20,24.2
20/04/2021,BATA,"76,107,600.00",2.60,2.6
20/04/2021,CHIL,"200,039,904.00",2.15,2.15
21/04/2021,REIZ,"56,460,198.00",0.54,0.54
21/04/2021,ZMFA,"27,090,100.00",4.78,4.78
21/04/2021,ZNCO,"1,443,750,041.28",0.70,0.7
21/04/2021,ZCCM,"160,800,286.00",38.80,38.8
21/04/2021,ZFCO,"400,000,000.00",1.95,1.95
21/04/2021,BATZ,"212,456,304.00",1.80,1.8
21/04/2021,NATB,"63,000,000.00",9.21,9.21
21/04/2021,PUMA,"500,000,000.00",1.13,1.13
21/04/2021,SHOP,"2,700,000.00",63.01,63.01
21/04/2021,CCAF,"1,625,000,597.00",0.17,0.17
21/04/2021,PMDZ,"100,000,000.00",0.62,0.62
21/04/2021,ATEL,"104,000,000.00",29.49,29.49
21/04/2021,CECZ,"1,625,000,597.00",1.18,1.22
21/04/2021,ZABR,"546,000,000.00",7.23,7.23
21/04/2021,MAFS,"50,000,000.00",2.88,2.88
21/04/2021,ZMBF,"300,579,610.00",1.11,1.11
21/04/2021,SCBL,"1,666,980,000.00",1.35,1.35
21/04/2021,ZSUG,"316,571,385.40",2.55,2.55
21/04/2021,ZMRE,"45,000,000.00",2.80,2.8
21/04/2021,AECI,"20,406,600.00",24.20,24.2
21/04/2021,BATA,"76,107,600.00",2.60,2.6
21/04/2021,CHIL,"200,039,904.00",2.15,2.15
22/04/2021,REIZ,"56,460,198.00",0.54,0.54
22/04/2021,ZMFA,"27,090,100.00",4.78,4.78
22/04/2021,ZNCO,"1,443,750,041.28",0.70,0.7
22/04/2021,ZCCM,"160,800,286.00",38.80,38.8
22/04/2021,ZFCO,"400,000,000.00",1.95,1.95
22/04/2021,BATZ,"212,456,304.00",1.80,1.8
22/04/2021,NATB,"63,000,000.00",9.21,9.21
22/04/2021,PUMA,"500,000,000.00",1.13,1.13
22/04/2021,SHOP,"2,700,000.00",63.01,63.01
22/04/2021,CCAF,"1,625,000,597.00",0.17,0.17
22/04/2021,PMDZ,"100,000,000.00",0.62,0.62
22/04/2021,ATEL,"104,000,000.00",29.49,29.49
22/04/2021,CECZ,"1,625,000,597.00",1.23,1.25
22/04/2021,ZABR,"546,000,000.00",7.23,7.23
22/04/2021,MAFS,"50,000,000.00",2.88,2.88
22/04/2021,ZMBF,"300,579,610.00",1.11,1.11
22/04/2021,SCBL,"1,666,980,000.00",1.35,1.35
22/04/2021,ZSUG,"316,571,385.40",2.55,2.55
22/04/2021,ZMRE,"45,000,000.00",2.80,2.8
22/04/2021,AECI,"20,406,600.00",24.20,24.2
22/04/2021,BATA,"76,107,600.00",2.60,2.6
22/04/2021,CHIL,"200,039,904.00",2.15,2.15
23/04/2021,REIZ,"56,460,198.00",0.54,0.54
23/04/2021,ZMFA,"27,090,100.00",4.78,4.78
23/04/2021,ZNCO,"1,443,750,041.28",0.70,0.7
23/04/2021,ZCCM,"160,800,286.00",38.80,38.8
23/04/2021,ZFCO,"400,000,000.00",1.95,1.95
23/04/2021,BATZ,"212,456,304.00",1.80,1.8
23/04/2021,NATB,"63,000,000.00",9.21,9.21
23/04/2021,PUMA,"500,000,000.00",1.13,1.18
23/04/2021,SHOP,"2,700,000.00",63.01,63.01
23/04/2021,CCAF,"1,625,000,597.00",0.17,0.17
23/04/2021,PMDZ,"100,000,000.00",0.62,0.62
23/04/2021,ATEL,"104,000,000.00",29.49,29.49
23/04/2021,CECZ,"1,625,000,597.00",1.25,1.23
23/04/2021,ZABR,"546,000,000.00",7.23,7.23
23/04/2021,MAFS,"50,000,000.00",2.88,2.88
23/04/2021,ZMBF,"300,579,610.00",1.11,1.11
23/04/2021,SCBL,"1,666,980,000.00",1.35,1.35
23/04/2021,ZSUG,"316,571,385.40",2.55,2.55
23/04/2021,ZMRE,"45,000,000.00",2.80,2.8
23/04/2021,AECI,"20,406,600.00",24.20,24.2
23/04/2021,BATA,"76,107,600.00",2.60,2.6
23/04/2021,CHIL,"200,039,904.00",2.15,2.15
26/04/2021,REIZ,"56,460,198.00",0.54,0.54
26/04/2021,ZMFA,"27,090,100.00",4.78,4.78
26/04/2021,ZNCO,"1,443,750,041.28",0.70,0.7
26/04/2021,ZCCM,"160,800,286.00",38.80,38.8
26/04/2021,ZFCO,"400,000,000.00",1.95,1.95
26/04/2021,BATZ,"212,456,304.00",1.80,1.8
26/04/2021,NATB,"63,000,000.00",9.21,9.21
26/04/2021,PUMA,"500,000,000.00",1.24,1.24
26/04/2021,SHOP,"2,700,000.00",63.01,63.01
26/04/2021,CCAF,"1,625,000,597.00",0.17,0.17
26/04/2021,PMDZ,"100,000,000.00",0.62,0.62
26/04/2021,ATEL,"104,000,000.00",29.49,29.49
26/04/2021,CECZ,"1,625,000,597.00",1.25,1.25
26/04/2021,ZABR,"546,000,000.00",7.23,7.23
26/04/2021,MAFS,"50,000,000.00",2.88,2.88
26/04/2021,ZMBF,"300,579,610.00",1.11,1.11
26/04/2021,SCBL,"1,666,980,000.00",1.35,1.35
26/04/2021,ZSUG,"316,571,385.40",2.55,2.55
26/04/2021,ZMRE,"45,000,000.00",2.80,2.8
26/04/2021,AECI,"20,406,600.00",24.20,24.2
26/04/2021,BATA,"76,107,600.00",2.60,2.6
26/04/2021,CHIL,"200,039,904.00",2.15,2.68
27/04/2021,REIZ,"56,460,198.00",0.54,0.54
27/04/2021,ZMFA,"27,090,100.00",4.78,4.78
27/04/2021,ZNCO,"1,443,750,041.28",0.70,0.7
27/04/2021,ZCCM,"160,800,286.00",38.80,38.8
27/04/2021,ZFCO,"400,000,000.00",1.95,1.95
27/04/2021,BATZ,"212,456,304.00",1.80,1.8
27/04/2021,NATB,"63,000,000.00",9.21,9.21
27/04/2021,PUMA,"500,000,000.00",1.24,1.24
27/04/2021,SHOP,"2,700,000.00",63.01,63.01
27/04/2021,CCAF,"1,625,000,597.00",0.17,0.17
27/04/2021,PMDZ,"100,000,000.00",0.62,0.62
27/04/2021,ATEL,"104,000,000.00",29.49,29.49
27/04/2021,CECZ,"1,625,000,597.00",1.25,1.25
27/04/2021,ZABR,"546,000,000.00",7.23,7.23
27/04/2021,MAFS,"50,000,000.00",2.88,2.88
27/04/2021,ZMBF,"300,579,610.00",1.11,1.11
27/04/2021,SCBL,"1,666,980,000.00",1.35,1.35
27/04/2021,ZSUG,"316,571,385.40",2.55,2.55
27/04/2021,ZMRE,"45,000,000.00",2.80,2.8
27/04/2021,AECI,"20,406,600.00",24.20,24.2
27/04/2021,BATA,"76,107,600.00",2.60,2.6
27/04/2021,CHIL,"200,039,904.00",2.68,2.68
28/04/2021,REIZ,"56,460,198.00",0.54,0.54
28/04/2021,ZMFA,"27,090,100.00",4.78,4.78
28/04/2021,ZNCO,"1,443,750,041.28",0.70,0.7
28/04/2021,ZCCM,"160,800,286.00",38.80,38.8
28/04/2021,ZFCO,"400,000,000.00",1.95,1.95
28/04/2021,BATZ,"212,456,304.00",1.80,1.8
28/04/2021,NATB,"63,000,000.00",9.21,9.21
28/04/2021,PUMA,"500,000,000.00",1.24,1.24
28/04/2021,SHOP,"2,700,000.00",63.01,63.01
28/04/2021,CCAF,"1,625,000,597.00",0.17,0.17
28/04/2021,PMDZ,"100,000,000.00",0.62,0.6
28/04/2021,ATEL,"104,000,000.00",29.49,29.49
28/04/2021,CECZ,"1,625,000,597.00",1.25,1.25
28/04/2021,ZABR,"546,000,000.00",7.23,7.23
28/04/2021,MAFS,"50,000,000.00",2.88,2.88
28/04/2021,ZMBF,"300,579,610.00",1.11,1.11
28/04/2021,SCBL,"1,666,980,000.00",1.35,1.34
28/04/2021,ZSUG,"316,571,385.40",2.55,2.55
28/04/2021,ZMRE,"45,000,000.00",2.80,2.8
28/04/2021,AECI,"20,406,600.00",24.20,24.2
28/04/2021,BATA,"76,107,600.00",2.60,2.6
28/04/2021,CHIL,"200,039,904.00",2.68,2.68
29/04/2021,REIZ,"56,460,198.00",0.54,0.54
29/04/2021,ZMFA,"27,090,100.00",4.78,4.78
29/04/2021,ZNCO,"1,443,750,041.28",0.70,0.7
29/04/2021,ZCCM,"160,800,286.00",38.80,38.8
29/04/2021,ZFCO,"400,000,000.00",1.95,1.95
29/04/2021,BATZ,"212,456,304.00",1.80,1.8
29/04/2021,NATB,"63,000,000.00",9.21,9.21
29/04/2021,PUMA,"500,000,000.00",1.24,1.24
29/04/2021,SHOP,"2,700,000.00",63.01,63.01
29/04/2021,CCAF,"1,625,000,597.00",0.17,0.17
29/04/2021,PMDZ,"100,000,000.00",0.60,0.6
29/04/2021,ATEL,"104,000,000.00",29.49,29.49
29/04/2021,CECZ,"1,625,000,597.00",1.17,1.25
29/04/2021,ZABR,"546,000,000.00",7.23,7.23
29/04/2021,MAFS,"50,000,000.00",2.88,2.88
29/04/2021,ZMBF,"300,579,610.00",1.11,1.11
29/04/2021,SCBL,"1,666,980,000.00",1.34,1.34
29/04/2021,ZSUG,"316,571,385.40",2.55,2.55
29/04/2021,ZMRE,"45,000,000.00",2.80,2.8
29/04/2021,AECI,"20,406,600.00",24.20,24.2
29/04/2021,BATA,"76,107,600.00",2.60,2.6
29/04/2021,CHIL,"200,039,904.00",2.68,2.68
30/04/2021,REIZ,"56,460,198.00",0.54,0.54
30/04/2021,ZMFA,"27,090,100.00",4.78,4.78
30/04/2021,ZNCO,"1,443,750,041.28",0.70,0.7
30/04/2021,ZCCM,"160,800,286.00",38.80,38
30/04/2021,ZFCO,"400,000,000.00",1.95,1.95
30/04/2021,BATZ,"212,456,304.00",1.80,1.8
30/04/2021,NATB,"63,000,000.00",9.21,9.21
30/04/2021,PUMA,"500,000,000.00",1.24,1.24
30/04/2021,SHOP,"2,700,000.00",63.01,63.01
30/04/2021,CCAF,"1,625,000,597.00",0.17,0.17
30/04/2021,PMDZ,"100,000,000.00",0.60,0.6
30/04/2021,ATEL,"104,000,000.00",29.49,29.49
30/04/2021,CECZ,"1,625,000,597.00",1.25,1.25
30/04/2021,ZABR,"546,000,000.00",7.23,7.23
30/04/2021,MAFS,"50,000,000.00",2.88,2.88
30/04/2021,ZMBF,"300,579,610.00",1.11,1.11
30/04/2021,SCBL,"1,666,980,000.00",1.34,1.34
30/04/2021,ZSUG,"316,571,385.40",2.55,2.55
30/04/2021,ZMRE,"45,000,000.00",2.80,2.8
30/04/2021,AECI,"20,406,600.00",24.20,24.21
30/04/2021,BATA,"76,107,600.00",2.60,2.6
30/04/2021,CHIL,"200,039,904.00",2.68,2.68
03/05/2021,REIZ,"56,460,198.00",0.54,0.54
03/05/2021,ZMFA,"27,090,100.00",4.78,4.78
03/05/2021,ZNCO,"1,443,750,041.28",0.70,0.7
03/05/2021,ZCCM,"160,800,286.00",38.00,38
03/05/2021,ZFCO,"400,000,000.00",1.95,1.95
03/05/2021,BATZ,"212,456,304.00",1.80,1.8
03/05/2021,NATB,"63,000,000.00",9.21,9.21
03/05/2021,PUMA,"500,000,000.00",1.24,1.24
03/05/2021,SHOP,"2,700,000.00",63.01,63.01
03/05/2021,CCAF,"1,625,000,597.00",0.17,0.17
03/05/2021,PMDZ,"100,000,000.00",0.60,0.6
03/05/2021,ATEL,"104,000,000.00",29.49,29.49
03/05/2021,CECZ,"1,625,000,597.00",1.25,1.25
03/05/2021,ZABR,"546,000,000.00",7.23,7.23
03/05/2021,MAFS,"50,000,000.00",2.88,2.88
03/05/2021,ZMBF,"300,579,610.00",1.11,1.11
03/05/2021,SCBL,"1,666,980,000.00",1.34,1.34
03/05/2021,ZSUG,"316,571,385.40",2.55,2.55
03/05/2021,ZMRE,"45,000,000.00",2.80,2.8
03/05/2021,AECI,"20,406,600.00",24.21,24.21
03/05/2021,BATA,"76,107,600.00",2.60,2.6
03/05/2021,CHIL,"200,039,904.00",2.68,2.68
04/05/2021,ZMRE,"5,000,000,000.00",1.00,1
04/05/2021,MAFS,0,1,1
04/05/2021,ZABR,0,1,1
04/05/2021,PUMA,0,1,1
04/05/2021,REIZ,"56,460,198.00",0.54,0.54
04/05/2021,ZMFA,"27,090,100.00",4.78,4.78
04/05/2021,ZNCO,"1,443,750,041.28",0.70,0.7
04/05/2021,ZCCM,"160,800,286.00",38.00,38
04/05/2021,ZFCO,"400,000,000.00",1.95,1.95
04/05/2021,BATZ,"212,456,304.00",1.80,1.8
04/05/2021,NATB,"63,000,000.00",9.21,9.21
04/05/2021,PUMA,"500,000,000.00",1.24,1.24
04/05/2021,SHOP,"2,700,000.00",63.01,63.01
04/05/2021,CCAF,"1,625,000,597.00",0.17,0.17
04/05/2021,PMDZ,"100,000,000.00",0.60,0.6
04/05/2021,ATEL,"104,000,000.00",29.49,29.48
04/05/2021,CECZ,"1,625,000,597.00",1.25,1.25
04/05/2021,ZABR,"546,000,000.00",7.23,7.23
04/05/2021,MAFS,"50,000,000.00",2.88,2.88
04/05/2021,ZMBF,"300,579,610.00",1.11,1.11
04/05/2021,SCBL,"1,666,980,000.00",1.34,1.34
04/05/2021,ZSUG,"316,571,385.40",2.55,2.55
04/05/2021,ZMRE,"45,000,000.00",2.80,2.8
04/05/2021,AECI,"20,406,600.00",24.21,24.21
04/05/2021,BATA,"76,107,600.00",2.60,2.6
04/05/2021,CHIL,"200,039,904.00",2.68,2.68
05/05/2021,REIZ,"56,460,198.00",0.54,0.54
05/05/2021,ZMFA,"27,090,100.00",4.78,4.78
05/05/2021,ZNCO,"1,443,750,041.28",0.70,0.7
05/05/2021,ZCCM,"160,800,286.00",38.00,38
05/05/2021,ZFCO,"400,000,000.00",1.95,1.95
05/05/2021,BATZ,"212,456,304.00",1.80,1.8
05/05/2021,NATB,"63,000,000.00",9.21,9.21
05/05/2021,PUMA,"500,000,000.00",1.24,1.47
05/05/2021,SHOP,"2,700,000.00",63.01,63.01
05/05/2021,CCAF,"1,625,000,597.00",0.17,0.17
05/05/2021,PMDZ,"100,000,000.00",0.60,0.6
05/05/2021,ATEL,"104,000,000.00",29.48,29.48
05/05/2021,CECZ,"1,625,000,597.00",1.25,1.25
05/05/2021,ZABR,"546,000,000.00",7.23,7.23
05/05/2021,MAFS,"50,000,000.00",2.88,2.88
05/05/2021,ZMBF,"300,579,610.00",1.11,1.12
05/05/2021,SCBL,"1,666,980,000.00",1.34,1.34
05/05/2021,ZSUG,"316,571,385.40",2.55,2.56
05/05/2021,ZMRE,"45,000,000.00",2.80,2.8
05/05/2021,AECI,"20,406,600.00",24.21,24.21
05/05/2021,BATA,"76,107,600.00",2.60,2.6
05/05/2021,CHIL,"200,039,904.00",2.69,2.69
06/05/2021,REIZ,"56,460,198.00",0.54,0.54
06/05/2021,ZMFA,"27,090,100.00",4.78,4.78
06/05/2021,ZNCO,"1,443,750,041.28",0.70,0.7
06/05/2021,ZCCM,"160,800,286.00",38.00,38
06/05/2021,ZFCO,"400,000,000.00",1.95,1.95
06/05/2021,BATZ,"212,456,304.00",1.80,1.8
06/05/2021,NATB,"63,000,000.00",9.21,9.21
06/05/2021,PUMA,"500,000,000.00",1.47,1.47
06/05/2021,SHOP,"2,700,000.00",63.01,63.01
06/05/2021,CCAF,"1,625,000,597.00",0.17,0.17
06/05/2021,PMDZ,"100,000,000.00",0.60,0.6
06/05/2021,ATEL,"104,000,000.00",29.48,29.48
06/05/2021,CECZ,"1,625,000,597.00",1.25,1.25
06/05/2021,ZABR,"546,000,000.00",7.23,7.23
06/05/2021,MAFS,"50,000,000.00",2.88,2.88
06/05/2021,ZMBF,"300,579,610.00",1.12,1.12
06/05/2021,SCBL,"1,666,980,000.00",1.34,1.34
06/05/2021,ZSUG,"316,571,385.40",2.56,2.56
06/05/2021,ZMRE,"45,000,000.00",2.80,2.8
06/05/2021,AECI,"20,406,600.00",24.21,24.21
06/05/2021,BATA,"76,107,600.00",2.60,2.6
06/05/2021,CHIL,"200,039,904.00",2.69,2.69
07/05/2021,REIZ,"56,460,198.00",0.54,0.66
07/05/2021,ZMFA,"27,090,100.00",4.78,4.78
07/05/2021,ZNCO,"1,443,750,041.28",0.70,0.7
07/05/2021,ZCCM,"160,800,286.00",38.00,38
07/05/2021,ZFCO,"400,000,000.00",1.95,1.95
07/05/2021,BATZ,"212,456,304.00",1.80,1.8
07/05/2021,NATB,"63,000,000.00",9.21,9.21
07/05/2021,PUMA,"500,000,000.00",1.47,1.47
07/05/2021,SHOP,"2,700,000.00",63.01,63.01
07/05/2021,CCAF,"1,625,000,597.00",0.17,0.17
07/05/2021,PMDZ,"100,000,000.00",0.60,0.6
07/05/2021,ATEL,"104,000,000.00",29.48,29.48
07/05/2021,CECZ,"1,625,000,597.00",1.25,1.25
07/05/2021,ZABR,"546,000,000.00",7.23,7.23
07/05/2021,MAFS,"50,000,000.00",2.88,2.88
07/05/2021,ZMBF,"300,579,610.00",1.12,1.12
07/05/2021,SCBL,"1,666,980,000.00",1.34,1.34
07/05/2021,ZSUG,"316,571,385.40",2.56,2.56
07/05/2021,ZMRE,"45,000,000.00",2.80,2.8
07/05/2021,AECI,"20,406,600.00",24.21,24.21
07/05/2021,BATA,"76,107,600.00",2.60,2.6
07/05/2021,CHIL,"200,039,904.00",2.69,2.69
10/05/2021,REIZ,"56,460,198.00",0.66,0.8
10/05/2021,ZMFA,"27,090,100.00",4.78,4.78
10/05/2021,ZNCO,"1,443,750,041.28",0.70,0.7
10/05/2021,ZCCM,"160,800,286.00",38.00,38
10/05/2021,ZFCO,"400,000,000.00",1.95,1.95
10/05/2021,BATZ,"212,456,304.00",1.80,1.8
10/05/2021,NATB,"63,000,000.00",9.21,9.21
10/05/2021,PUMA,"500,000,000.00",1.47,1.47
10/05/2021,SHOP,"2,700,000.00",63.01,63.01
10/05/2021,CCAF,"1,625,000,597.00",0.17,0.17
10/05/2021,PMDZ,"100,000,000.00",0.60,0.6
